epoch,loss,encoder_mse,dec_mse,bitwise-error,adversarial_bce,discr_cover_bce,discr_encod_bce,duration
30,0.1975,0.0078,0.1910,0.3002,1.1041,0.5119,0.5124,62
31,0.1945,0.0074,0.1882,0.2948,1.1107,0.5322,0.5308,62
32,0.1929,0.0076,0.1865,0.2925,1.0853,0.5797,0.5603,62
33,0.1908,0.0076,0.1844,0.2885,1.1040,0.5558,0.5514,62
34,0.1879,0.0075,0.1816,0.2826,0.9886,0.6265,0.6189,62
35,0.1854,0.0071,0.1795,0.2784,0.9932,0.5800,0.5924,62
36,0.1840,0.0071,0.1780,0.2760,0.9414,0.6608,0.6295,62
37,0.1789,0.0069,0.1731,0.2641,0.8913,0.6152,0.6258,62
38,0.1767,0.0068,0.1710,0.2604,0.8956,0.6183,0.6273,62
39,0.1755,0.0062,0.1702,0.2592,0.8740,0.6430,0.6396,62
40,0.1748,0.0061,0.1695,0.2584,1.0149,0.5368,0.5310,62
41,0.1737,0.0053,0.1689,0.2575,1.0771,0.5064,0.5138,62
42,0.1737,0.0050,0.1690,0.2582,1.1643,0.4856,0.4776,62
43,0.1719,0.0052,0.1670,0.2537,1.1916,0.4757,0.4874,62
44,0.1680,0.0049,0.1634,0.2445,1.1256,0.5295,0.5244,62
45,0.1662,0.0051,0.1615,0.2413,1.0685,0.5921,0.6128,62
46,0.1653,0.0051,0.1607,0.2405,0.9966,0.5552,0.5901,62
47,0.1630,0.0047,0.1585,0.2358,1.1814,0.4382,0.4713,62
48,0.1614,0.0050,0.1566,0.2316,1.3158,0.4498,0.4456,62
49,0.1593,0.0049,0.1546,0.2280,1.3155,0.4488,0.4695,62
50,0.1583,0.0044,0.1537,0.2251,1.5652,0.3744,0.3605,62
51,0.1582,0.0048,0.1532,0.2255,1.6438,0.3475,0.3724,62
52,0.1577,0.0044,0.1530,0.2247,1.5853,0.3575,0.3468,62
53,0.1565,0.0042,0.1519,0.2233,1.7028,0.3296,0.3157,62
54,0.1531,0.0045,0.1482,0.2146,1.7001,0.3330,0.3329,62
55,0.1511,0.0043,0.1462,0.2115,1.8283,0.2935,0.2999,62
56,0.1496,0.0043,0.1449,0.2094,1.7098,0.3527,0.3322,62
57,0.1508,0.0044,0.1460,0.2120,1.7843,0.3367,0.3345,62
58,0.1500,0.0042,0.1453,0.2103,1.7643,0.3276,0.3231,62
59,0.1492,0.0040,0.1445,0.2098,1.8234,0.3340,0.3230,62
60,0.1483,0.0041,0.1437,0.2069,1.7458,0.3249,0.3187,62
61,0.1472,0.0041,0.1425,0.2041,1.8766,0.2728,0.2774,62
62,0.1443,0.0040,0.1396,0.1982,1.8558,0.2796,0.2839,62
63,0.1432,0.0042,0.1385,0.1967,1.7752,0.3140,0.3231,62
64,0.1427,0.0043,0.1379,0.1953,1.7890,0.3303,0.3339,62
65,0.1417,0.0039,0.1372,0.1940,1.7712,0.2886,0.2846,62
66,0.1417,0.0040,0.1372,0.1945,1.7465,0.3016,0.3088,62
67,0.1415,0.0038,0.1371,0.1941,1.7928,0.2919,0.2925,62
68,0.1404,0.0038,0.1360,0.1922,1.7379,0.3337,0.3221,62
69,0.1405,0.0038,0.1361,0.1921,1.7062,0.3356,0.3332,62
70,0.1395,0.0037,0.1352,0.1909,1.6791,0.3180,0.3203,62
71,0.1393,0.0037,0.1350,0.1894,1.7278,0.3157,0.3128,62
72,0.1363,0.0040,0.1316,0.1823,1.9550,0.2659,0.2697,62
73,0.1350,0.0039,0.1304,0.1806,1.8459,0.3073,0.2992,62
74,0.1338,0.0037,0.1295,0.1793,1.7585,0.2983,0.2996,62
75,0.1331,0.0036,0.1287,0.1780,1.8355,0.3090,0.3098,62
76,0.1331,0.0037,0.1287,0.1784,1.7482,0.3252,0.3210,62
77,0.1334,0.0035,0.1292,0.1796,1.7512,0.3092,0.3101,62
78,0.1326,0.0034,0.1285,0.1784,1.7111,0.3208,0.3273,62
79,0.1330,0.0035,0.1289,0.1794,1.6906,0.3038,0.3022,62
80,0.1326,0.0034,0.1284,0.1793,1.7594,0.2941,0.3010,62
81,0.1316,0.0034,0.1275,0.1776,1.7177,0.3066,0.2971,62
82,0.1315,0.0034,0.1274,0.1770,1.7832,0.2957,0.3073,62
83,0.1302,0.0034,0.1260,0.1745,1.8336,0.2797,0.2776,62
84,0.1291,0.0033,0.1250,0.1727,1.7891,0.2983,0.2898,62
85,0.1280,0.0033,0.1238,0.1699,1.9004,0.2762,0.2716,62
86,0.1261,0.0033,0.1220,0.1669,1.8164,0.2811,0.2846,62
87,0.1269,0.0033,0.1228,0.1681,1.8143,0.2904,0.2867,62
88,0.1252,0.0033,0.1211,0.1646,1.8044,0.3137,0.3000,62
89,0.1220,0.0036,0.1176,0.1576,1.8867,0.2788,0.2811,62
90,0.1205,0.0035,0.1162,0.1555,1.8946,0.2726,0.2626,62
91,0.1202,0.0035,0.1159,0.1550,1.9047,0.2676,0.2769,62
92,0.1197,0.0034,0.1155,0.1555,1.8547,0.2777,0.2712,62
93,0.1194,0.0034,0.1150,0.1550,1.9558,0.2773,0.2725,62
94,0.1187,0.0034,0.1144,0.1542,1.8437,0.3173,0.3148,62
95,0.1186,0.0035,0.1144,0.1544,1.8204,0.2906,0.2806,62
96,0.1176,0.0034,0.1134,0.1534,1.8213,0.2842,0.2868,62
97,0.1173,0.0032,0.1131,0.1531,1.8905,0.2923,0.3020,62
98,0.1175,0.0034,0.1133,0.1536,1.8278,0.3334,0.3423,62
99,0.1169,0.0033,0.1128,0.1522,1.8512,0.3322,0.3320,62
100,0.1144,0.0033,0.1101,0.1474,2.0117,0.2562,0.2638,62
101,0.1122,0.0034,0.1078,0.1429,2.0523,0.2621,0.2587,62
102,0.1117,0.0035,0.1073,0.1424,1.9438,0.2996,0.2948,62
103,0.1109,0.0033,0.1065,0.1412,2.0469,0.2875,0.2828,62
104,0.1111,0.0034,0.1067,0.1422,2.0052,0.2980,0.2888,62
105,0.1106,0.0036,0.1062,0.1425,1.8040,0.3147,0.3491,62
106,0.1100,0.0033,0.1057,0.1405,1.9069,0.3252,0.3087,62
107,0.1094,0.0033,0.1050,0.1393,2.0570,0.2546,0.2479,62
108,0.1074,0.0032,0.1032,0.1348,2.0268,0.2692,0.2661,62
109,0.1052,0.0034,0.1007,0.1299,2.0619,0.2616,0.2736,62
110,0.1041,0.0033,0.0998,0.1291,1.9966,0.2828,0.2695,62
111,0.1038,0.0034,0.0994,0.1288,2.0294,0.2618,0.2607,62
112,0.1035,0.0033,0.0991,0.1292,2.0437,0.2697,0.2695,62
113,0.1028,0.0033,0.0985,0.1288,2.0572,0.2464,0.2417,62
114,0.1031,0.0034,0.0986,0.1283,2.0764,0.2501,0.2559,62
115,0.1026,0.0034,0.0981,0.1283,2.0887,0.2611,0.2641,62
116,0.1022,0.0032,0.0979,0.1279,2.0053,0.3299,0.3063,62
117,0.1014,0.0032,0.0973,0.1274,1.9300,0.3068,0.3054,62
118,0.1013,0.0033,0.0970,0.1272,1.9226,0.2859,0.2790,62
119,0.1017,0.0032,0.0975,0.1288,1.9721,0.2814,0.2856,62
120,0.1015,0.0033,0.0973,0.1290,1.9485,0.3395,0.3326,62
121,0.1015,0.0034,0.0973,0.1297,1.8676,0.3865,0.3827,62
122,0.1004,0.0031,0.0964,0.1280,1.8694,0.3304,0.3256,62
123,0.1012,0.0032,0.0971,0.1290,1.8902,0.2898,0.2821,62
124,0.1003,0.0031,0.0962,0.1287,1.8827,0.3574,0.3630,62
125,0.1002,0.0031,0.0963,0.1297,1.7410,0.3388,0.3462,62
126,0.1007,0.0031,0.0967,0.1302,1.8614,0.3307,0.3235,62
127,0.0998,0.0030,0.0960,0.1289,1.7906,0.3326,0.3240,62
128,0.1005,0.0032,0.0964,0.1295,1.8544,0.3507,0.3518,62
129,0.0998,0.0032,0.0957,0.1291,1.8344,0.3340,0.3226,62
130,0.0996,0.0031,0.0958,0.1296,1.6972,0.3692,0.3742,62
131,0.0997,0.0030,0.0959,0.1309,1.7930,0.3469,0.3450,62
132,0.0996,0.0029,0.0958,0.1303,1.7360,0.3852,0.3630,62
133,0.0989,0.0029,0.0952,0.1297,1.6700,0.3483,0.3463,62
134,0.0995,0.0031,0.0956,0.1313,1.7392,0.3585,0.3650,62
135,0.0990,0.0029,0.0953,0.1307,1.7154,0.3526,0.3492,62
136,0.0989,0.0029,0.0952,0.1302,1.7136,0.3448,0.3544,62
137,0.0988,0.0028,0.0952,0.1318,1.6643,0.3679,0.3504,62
138,0.0988,0.0030,0.0950,0.1314,1.6844,0.3767,0.3687,62
139,0.0988,0.0029,0.0951,0.1317,1.7130,0.3507,0.3477,62
140,0.0986,0.0029,0.0949,0.1325,1.7615,0.3615,0.3601,62
141,0.0990,0.0029,0.0952,0.1339,1.7377,0.3655,0.3620,62
142,0.0982,0.0029,0.0944,0.1323,1.7746,0.3288,0.3267,62
143,0.0975,0.0029,0.0939,0.1321,1.6567,0.4032,0.3962,62
144,0.0970,0.0027,0.0933,0.1294,1.7263,0.3517,0.3554,62
145,0.0931,0.0029,0.0893,0.1204,1.8552,0.2942,0.2940,62
146,0.0919,0.0027,0.0881,0.1198,1.9090,0.3088,0.3046,62
147,0.0911,0.0029,0.0872,0.1180,1.8882,0.3208,0.3067,62
148,0.0891,0.0029,0.0851,0.1133,1.9247,0.2809,0.2792,62
149,0.0888,0.0029,0.0849,0.1124,1.9027,0.3028,0.3066,62
150,0.0878,0.0028,0.0839,0.1104,1.9626,0.2986,0.2985,62
151,0.0876,0.0030,0.0835,0.1107,2.0268,0.3389,0.3414,62
152,0.0862,0.0029,0.0824,0.1096,1.8109,0.3397,0.3576,62
153,0.0858,0.0028,0.0819,0.1087,1.8949,0.3231,0.3041,62
154,0.0861,0.0027,0.0823,0.1090,1.8622,0.2982,0.2973,62
155,0.0859,0.0028,0.0820,0.1092,1.8983,0.3424,0.3320,62
156,0.0852,0.0027,0.0815,0.1089,1.8579,0.3323,0.3299,62
157,0.0857,0.0027,0.0819,0.1095,1.9235,0.3176,0.3095,62
158,0.0857,0.0028,0.0819,0.1102,1.8281,0.3246,0.3175,62
159,0.0847,0.0027,0.0809,0.1078,1.8788,0.3185,0.3141,62
160,0.0852,0.0027,0.0814,0.1094,1.9396,0.2928,0.2962,62
161,0.0852,0.0028,0.0814,0.1097,1.9033,0.3204,0.3006,62
162,0.0853,0.0027,0.0815,0.1108,1.9383,0.3294,0.3195,62
163,0.0856,0.0027,0.0818,0.1111,1.9575,0.3156,0.3261,62
164,0.0850,0.0027,0.0812,0.1102,1.9386,0.3135,0.2978,62
165,0.0851,0.0027,0.0812,0.1108,1.9521,0.3268,0.3229,62
166,0.0840,0.0027,0.0803,0.1096,1.7824,0.4069,0.4088,62
167,0.0828,0.0028,0.0791,0.1068,1.7674,0.3578,0.3548,62
168,0.0803,0.0026,0.0765,0.0995,1.9279,0.3033,0.3001,62
169,0.0795,0.0027,0.0757,0.0989,1.9538,0.3106,0.2881,62
170,0.0783,0.0027,0.0745,0.0970,1.9185,0.3398,0.3231,62
171,0.0779,0.0028,0.0740,0.0970,2.0367,0.2664,0.2738,62
172,0.0778,0.0027,0.0739,0.0975,1.9802,0.3123,0.3056,62
173,0.0778,0.0027,0.0738,0.0980,2.1231,0.2817,0.2730,62
174,0.0773,0.0027,0.0734,0.0978,1.9350,0.3246,0.3277,62
175,0.0769,0.0026,0.0732,0.0969,1.9266,0.3236,0.3146,62
176,0.0771,0.0027,0.0731,0.0968,2.0714,0.2600,0.2532,62
177,0.0765,0.0027,0.0727,0.0969,2.0003,0.2898,0.2813,62
178,0.0767,0.0027,0.0729,0.0974,1.9191,0.3377,0.3388,62
179,0.0770,0.0027,0.0731,0.0976,2.0470,0.2531,0.2476,62
180,0.0759,0.0029,0.0720,0.0971,1.9093,0.4202,0.3788,62
181,0.0765,0.0027,0.0726,0.0967,2.0019,0.2715,0.2731,62
182,0.0745,0.0026,0.0706,0.0922,2.0714,0.2487,0.2502,62
183,0.0711,0.0027,0.0671,0.0847,2.0899,0.2942,0.2772,62
184,0.0705,0.0026,0.0666,0.0848,2.0989,0.2736,0.2652,62
185,0.0693,0.0027,0.0655,0.0831,1.9277,0.3269,0.3187,62
186,0.0696,0.0027,0.0657,0.0829,2.0441,0.2895,0.2704,62
187,0.0691,0.0027,0.0652,0.0831,2.0594,0.2757,0.2700,62
188,0.0693,0.0027,0.0654,0.0837,2.0339,0.3959,0.3691,62
189,0.0678,0.0026,0.0640,0.0823,1.9514,0.3139,0.3192,62
190,0.0685,0.0026,0.0647,0.0838,1.9343,0.3167,0.3105,62
191,0.0683,0.0028,0.0644,0.0835,1.9485,0.3154,0.2979,62
192,0.0685,0.0026,0.0647,0.0839,1.9814,0.3170,0.2944,62
193,0.0677,0.0025,0.0639,0.0833,2.0355,0.2940,0.2725,62
194,0.0682,0.0027,0.0643,0.0838,1.9721,0.3165,0.3248,62
195,0.0679,0.0026,0.0641,0.0834,1.9525,0.2965,0.2847,62
196,0.0673,0.0028,0.0635,0.0838,1.8312,0.4109,0.4166,62
197,0.0676,0.0026,0.0638,0.0838,1.9591,0.3132,0.2927,62
198,0.0679,0.0026,0.0642,0.0854,1.9128,0.3271,0.3128,62
199,0.0676,0.0025,0.0639,0.0847,1.9288,0.2988,0.2920,62
200,0.0676,0.0025,0.0638,0.0848,2.0275,0.2789,0.2758,62
201,0.0672,0.0026,0.0634,0.0841,1.9110,0.3302,0.3214,62
202,0.0681,0.0026,0.0643,0.0864,2.0027,0.3325,0.3096,62
203,0.0669,0.0026,0.0632,0.0844,1.9061,0.3341,0.3303,62
204,0.0672,0.0024,0.0636,0.0848,1.9491,0.3020,0.3068,62
205,0.0676,0.0025,0.0638,0.0855,1.9618,0.2919,0.2828,62
206,0.0673,0.0026,0.0636,0.0860,1.8686,0.3347,0.3251,62
207,0.0670,0.0025,0.0633,0.0857,1.9495,0.3108,0.2950,62
208,0.0670,0.0026,0.0632,0.0857,1.9511,0.3509,0.3398,62
209,0.0670,0.0026,0.0632,0.0853,1.9990,0.3383,0.3221,62
210,0.0669,0.0025,0.0633,0.0859,1.9024,0.2951,0.2926,62
211,0.0668,0.0027,0.0629,0.0856,2.0074,0.2947,0.2965,62
212,0.0664,0.0025,0.0628,0.0860,1.8463,0.3677,0.3498,62
213,0.0665,0.0025,0.0628,0.0861,1.9462,0.3269,0.3081,62
214,0.0667,0.0026,0.0629,0.0868,1.9381,0.2873,0.2783,62
215,0.0665,0.0026,0.0627,0.0863,1.9551,0.3078,0.2994,62
216,0.0664,0.0024,0.0628,0.0868,1.9062,0.3032,0.2969,62
217,0.0661,0.0025,0.0624,0.0868,2.0039,0.3040,0.2926,62
218,0.0658,0.0025,0.0623,0.0868,1.8312,0.3918,0.3864,62
219,0.0663,0.0026,0.0625,0.0874,1.9434,0.3208,0.3129,62
220,0.0661,0.0026,0.0624,0.0870,1.8608,0.2950,0.2920,62
221,0.0665,0.0025,0.0628,0.0880,1.9827,0.3075,0.3013,62
222,0.0657,0.0027,0.0620,0.0871,1.7874,0.3932,0.3819,62
223,0.0663,0.0027,0.0624,0.0875,1.9990,0.2834,0.2670,62
224,0.0657,0.0026,0.0621,0.0875,1.8728,0.3683,0.3470,62
225,0.0661,0.0025,0.0624,0.0880,1.9052,0.2986,0.2887,62
226,0.0661,0.0025,0.0625,0.0881,1.9592,0.2791,0.2713,62
227,0.0654,0.0026,0.0617,0.0870,1.8774,0.3363,0.3158,62
228,0.0652,0.0024,0.0616,0.0869,1.8503,0.3655,0.3531,62
229,0.0654,0.0025,0.0617,0.0877,1.8507,0.3262,0.3351,62
230,0.0654,0.0025,0.0617,0.0880,1.9611,0.2649,0.2650,62
231,0.0655,0.0025,0.0617,0.0881,2.0143,0.2986,0.2835,62
232,0.0652,0.0026,0.0614,0.0870,1.9779,0.3517,0.3354,62
233,0.0649,0.0025,0.0612,0.0850,1.9822,0.2736,0.2592,62
234,0.0615,0.0025,0.0578,0.0733,2.0001,0.3113,0.2982,62
235,0.0595,0.0025,0.0557,0.0694,2.0308,0.3067,0.2929,62
236,0.0593,0.0026,0.0554,0.0696,2.0661,0.2741,0.2714,62
237,0.0586,0.0026,0.0548,0.0693,1.9980,0.3036,0.2861,62
238,0.0589,0.0026,0.0551,0.0701,1.9516,0.3276,0.3042,62
239,0.0586,0.0025,0.0549,0.0701,1.9529,0.3447,0.3186,62
240,0.0587,0.0026,0.0549,0.0706,1.9501,0.2758,0.2771,62
241,0.0581,0.0026,0.0543,0.0696,1.9914,0.3153,0.2985,62
242,0.0585,0.0026,0.0547,0.0709,1.9949,0.2937,0.2720,62
243,0.0579,0.0026,0.0540,0.0711,2.0727,0.3316,0.3193,62
244,0.0570,0.0026,0.0535,0.0704,1.6917,0.4425,0.4264,62
245,0.0576,0.0025,0.0542,0.0712,1.6733,0.3407,0.3405,62
246,0.0576,0.0025,0.0540,0.0711,1.8115,0.3216,0.3088,62
247,0.0575,0.0026,0.0538,0.0708,1.9022,0.3321,0.3218,62
248,0.0570,0.0026,0.0534,0.0701,1.7681,0.3607,0.3444,62
249,0.0566,0.0027,0.0529,0.0704,1.8532,0.3722,0.3606,62
250,0.0571,0.0025,0.0535,0.0713,1.7550,0.3393,0.3383,62
251,0.0569,0.0025,0.0533,0.0709,1.8453,0.3383,0.3270,62
252,0.0575,0.0025,0.0539,0.0717,1.8410,0.3122,0.3041,62
253,0.0570,0.0025,0.0534,0.0716,1.8705,0.3405,0.3331,62
254,0.0570,0.0026,0.0532,0.0715,1.9600,0.3327,0.3291,62
255,0.0567,0.0026,0.0530,0.0709,1.8735,0.3809,0.3741,62
256,0.0573,0.0025,0.0537,0.0721,1.8966,0.3010,0.2843,62
257,0.0572,0.0025,0.0537,0.0720,1.8292,0.2990,0.2900,62
258,0.0566,0.0025,0.0529,0.0712,1.8357,0.3164,0.3052,62
259,0.0562,0.0025,0.0526,0.0719,1.8198,0.3239,0.3205,62
260,0.0569,0.0025,0.0533,0.0729,1.8339,0.3689,0.3492,62
261,0.0573,0.0027,0.0535,0.0725,1.8578,0.3279,0.3139,62
262,0.0565,0.0025,0.0529,0.0721,1.8779,0.3175,0.3150,62
263,0.0568,0.0026,0.0532,0.0730,1.7826,0.3562,0.3462,62
264,0.0570,0.0025,0.0533,0.0723,1.9186,0.3270,0.3080,62
265,0.0565,0.0025,0.0529,0.0729,1.8380,0.3477,0.3264,62
266,0.0565,0.0025,0.0528,0.0719,1.9188,0.3111,0.3037,62
267,0.0564,0.0025,0.0527,0.0719,1.8968,0.3094,0.3138,62
268,0.0562,0.0024,0.0526,0.0725,1.8735,0.3223,0.3160,62
269,0.0562,0.0025,0.0525,0.0722,1.9075,0.3917,0.3745,62
270,0.0567,0.0025,0.0531,0.0728,1.8989,0.3011,0.2843,62
271,0.0565,0.0025,0.0529,0.0724,1.8819,0.3439,0.3235,62
272,0.0563,0.0026,0.0528,0.0728,1.7722,0.3883,0.3782,62
273,0.0559,0.0026,0.0523,0.0718,1.8501,0.3412,0.3201,62
274,0.0563,0.0025,0.0527,0.0731,1.8431,0.3346,0.3203,62
275,0.0566,0.0025,0.0529,0.0733,1.9174,0.3018,0.3000,62
276,0.0555,0.0024,0.0521,0.0722,1.8153,0.3791,0.3520,62
277,0.0563,0.0026,0.0526,0.0722,1.8687,0.3637,0.3440,62
278,0.0559,0.0025,0.0523,0.0723,1.8254,0.3106,0.3180,62
279,0.0561,0.0024,0.0526,0.0727,1.8286,0.3313,0.3263,62
280,0.0559,0.0023,0.0523,0.0734,1.9319,0.3201,0.3148,62
281,0.0561,0.0024,0.0526,0.0733,1.7580,0.3205,0.3159,62
282,0.0552,0.0026,0.0514,0.0722,1.9756,0.3681,0.3843,62
283,0.0555,0.0025,0.0520,0.0723,1.7293,0.3765,0.3560,62
284,0.0555,0.0025,0.0521,0.0728,1.7343,0.3563,0.3526,62
285,0.0567,0.0025,0.0529,0.0731,1.9956,0.2818,0.2773,62
286,0.0555,0.0025,0.0520,0.0730,1.7845,0.3450,0.3364,62
287,0.0550,0.0025,0.0514,0.0714,1.8720,0.3813,0.3537,62
288,0.0554,0.0023,0.0519,0.0725,1.8256,0.3443,0.3446,62
289,0.0554,0.0025,0.0518,0.0725,1.8496,0.3786,0.3863,62
290,0.0549,0.0025,0.0514,0.0721,1.8140,0.3339,0.3323,62
291,0.0550,0.0024,0.0516,0.0721,1.7696,0.3117,0.3052,62
292,0.0552,0.0024,0.0517,0.0722,1.8370,0.3261,0.3111,62
293,0.0550,0.0025,0.0515,0.0716,1.8276,0.3498,0.3438,62
294,0.0549,0.0024,0.0515,0.0718,1.7674,0.3552,0.3427,62
295,0.0551,0.0025,0.0515,0.0715,1.8684,0.3714,0.3521,62
296,0.0545,0.0024,0.0510,0.0711,1.8199,0.3554,0.3497,62
297,0.0541,0.0023,0.0507,0.0708,1.7473,0.3807,0.3593,62
298,0.0549,0.0024,0.0513,0.0713,1.8649,0.3363,0.3248,62
299,0.0540,0.0024,0.0504,0.0693,1.8630,0.3058,0.3042,62
300,0.0519,0.0027,0.0480,0.0624,2.0315,0.2677,0.2663,62
301,0.0503,0.0025,0.0465,0.0605,2.0137,0.2748,0.2613,62
