epoch,loss,encoder_mse,dec_mse,bitwise-error,adversarial_bce,discr_cover_bce,discr_encod_bce,duration
100,0.0529,0.0050,0.0470,0.0255,2.3653,0.2511,0.2444,77
101,0.0507,0.0046,0.0449,0.0229,2.5540,0.2149,0.2115,77
102,0.0475,0.0051,0.0413,0.0186,2.6354,0.2236,0.2191,77
103,0.0459,0.0047,0.0402,0.0173,2.4594,0.2426,0.2399,77
104,0.0464,0.0045,0.0408,0.0183,2.4532,0.2651,0.2764,77
105,0.0463,0.0050,0.0397,0.0169,3.1817,0.1788,0.1727,77
106,0.0482,0.0064,0.0387,0.0161,4.9935,0.0237,0.0259,77
107,0.0485,0.0064,0.0378,0.0149,6.2591,0.0040,0.0094,77
108,0.0463,0.0056,0.0387,0.0163,3.5828,0.0857,0.0878,77
109,0.0465,0.0048,0.0399,0.0172,3.1810,0.1266,0.1242,77
110,0.0455,0.0048,0.0394,0.0166,2.6642,0.2744,0.2496,77
111,0.0437,0.0049,0.0381,0.0158,2.0623,0.4693,0.4373,77
112,0.0439,0.0046,0.0384,0.0158,2.2749,0.2673,0.2622,77
113,0.0443,0.0044,0.0391,0.0167,2.1521,0.2797,0.2817,77
114,0.0439,0.0045,0.0386,0.0162,2.1447,0.3690,0.3546,77
115,0.0443,0.0047,0.0388,0.0157,2.2133,0.3759,0.3707,77
116,0.0444,0.0046,0.0389,0.0164,2.3012,0.2657,0.2470,77
117,0.0441,0.0042,0.0388,0.0161,2.3108,0.3105,0.3090,77
118,0.0443,0.0042,0.0385,0.0160,2.7944,0.2319,0.2295,77
119,0.0436,0.0043,0.0384,0.0158,2.2225,0.3017,0.2940,77
120,0.0445,0.0044,0.0389,0.0164,2.6020,0.1874,0.1925,77
121,0.0431,0.0041,0.0380,0.0158,2.2542,0.3081,0.2860,77
122,0.0437,0.0041,0.0384,0.0163,2.4853,0.2328,0.2351,77
123,0.0446,0.0044,0.0391,0.0166,2.4046,0.2542,0.2450,77
124,0.0435,0.0041,0.0384,0.0163,2.2456,0.3043,0.2990,77
125,0.0438,0.0040,0.0386,0.0158,2.3601,0.2703,0.2604,77
126,0.0439,0.0042,0.0383,0.0162,2.6312,0.2267,0.2122,77
127,0.0441,0.0041,0.0389,0.0166,2.3498,0.3130,0.2895,77
128,0.0436,0.0039,0.0384,0.0159,2.3811,0.3216,0.3161,77
129,0.0439,0.0041,0.0385,0.0162,2.4735,0.2326,0.2423,77
130,0.0441,0.0042,0.0386,0.0164,2.6219,0.1977,0.1993,77
131,0.0439,0.0045,0.0385,0.0161,2.3001,0.3384,0.3116,77
132,0.0430,0.0040,0.0380,0.0156,2.1432,0.3401,0.3020,77
133,0.0430,0.0038,0.0381,0.0156,2.2164,0.3190,0.3225,77
134,0.0431,0.0038,0.0382,0.0157,2.2257,0.2918,0.2923,77
135,0.0430,0.0037,0.0381,0.0158,2.3511,0.2540,0.2434,77
136,0.0436,0.0038,0.0384,0.0161,2.5900,0.2320,0.2081,77
137,0.0432,0.0037,0.0383,0.0163,2.2918,0.2921,0.2882,77
138,0.0431,0.0042,0.0374,0.0149,2.7347,0.2284,0.2392,77
139,0.0382,0.0038,0.0332,0.0103,2.3433,0.3405,0.3114,77
140,0.0371,0.0042,0.0317,0.0096,2.5341,0.2157,0.2051,77
141,0.0374,0.0041,0.0320,0.0097,2.5701,0.1843,0.1798,77
142,0.0375,0.0039,0.0320,0.0097,2.7199,0.2014,0.1818,77
143,0.0371,0.0042,0.0313,0.0091,2.8647,0.2509,0.2514,77
144,0.0356,0.0037,0.0307,0.0088,2.3004,0.3105,0.2777,77
145,0.0371,0.0040,0.0316,0.0095,2.6379,0.2460,0.2442,77
146,0.0363,0.0041,0.0311,0.0094,2.3158,0.3405,0.3359,77
147,0.0358,0.0040,0.0307,0.0091,2.2905,0.3286,0.3083,77
148,0.0356,0.0038,0.0306,0.0087,2.3311,0.3071,0.2893,77
149,0.0362,0.0038,0.0309,0.0089,2.6105,0.1869,0.1894,77
150,0.0356,0.0038,0.0307,0.0091,2.2431,0.3742,0.3585,77
151,0.0358,0.0038,0.0307,0.0087,2.4062,0.2926,0.2685,77
152,0.0347,0.0035,0.0300,0.0084,2.2043,0.3642,0.3568,77
153,0.0349,0.0039,0.0299,0.0081,2.2226,0.3509,0.3198,77
154,0.0353,0.0035,0.0305,0.0086,2.3197,0.2435,0.2281,77
155,0.0387,0.0041,0.0327,0.0100,3.1636,0.1577,0.1657,77
156,0.0350,0.0038,0.0302,0.0084,2.1904,0.3967,0.3917,77
157,0.0344,0.0037,0.0298,0.0087,2.0379,0.4202,0.3988,77
158,0.0356,0.0040,0.0304,0.0090,2.3402,0.2537,0.2448,77
159,0.0351,0.0036,0.0303,0.0088,2.2523,0.3645,0.3324,77
160,0.0352,0.0036,0.0303,0.0088,2.3295,0.2746,0.2663,77
161,0.0347,0.0034,0.0299,0.0083,2.3898,0.2566,0.2612,77
162,0.0344,0.0033,0.0299,0.0082,2.2401,0.3106,0.2862,77
163,0.0346,0.0034,0.0299,0.0083,2.3955,0.2827,0.2603,77
164,0.0342,0.0034,0.0296,0.0080,2.2246,0.3744,0.3374,77
165,0.0342,0.0034,0.0296,0.0082,2.2496,0.3232,0.3089,77
166,0.0347,0.0036,0.0299,0.0086,2.3403,0.3229,0.3207,77
167,0.0347,0.0032,0.0301,0.0081,2.3021,0.3049,0.3014,77
168,0.0345,0.0034,0.0294,0.0082,2.6323,0.2247,0.2209,77
169,0.0349,0.0035,0.0299,0.0082,2.5436,0.2739,0.2694,77
170,0.0349,0.0034,0.0300,0.0084,2.4377,0.2697,0.2487,77
171,0.0349,0.0035,0.0303,0.0088,2.2366,0.3777,0.3502,77
172,0.0342,0.0034,0.0298,0.0087,2.0116,0.3852,0.3674,77
173,0.0341,0.0034,0.0295,0.0081,2.2572,0.3295,0.3087,77
174,0.0340,0.0033,0.0294,0.0082,2.2933,0.3224,0.3191,77
175,0.0348,0.0033,0.0302,0.0085,2.3717,0.3006,0.2968,76
176,0.0339,0.0033,0.0293,0.0082,2.2141,0.3978,0.3604,77
177,0.0332,0.0033,0.0289,0.0078,2.0340,0.4319,0.3896,77
178,0.0344,0.0035,0.0296,0.0081,2.3172,0.2496,0.2543,77
179,0.0344,0.0032,0.0299,0.0088,2.2909,0.3223,0.3120,77
180,0.0341,0.0032,0.0296,0.0083,2.2378,0.3153,0.2931,77
181,0.0337,0.0032,0.0295,0.0083,2.0374,0.3498,0.3478,77
182,0.0342,0.0032,0.0297,0.0085,2.3008,0.2878,0.2802,77
183,0.0345,0.0034,0.0296,0.0088,2.5079,0.2532,0.2210,77
184,0.0340,0.0031,0.0296,0.0085,2.2017,0.3509,0.3647,77
185,0.0336,0.0032,0.0292,0.0082,2.2095,0.3278,0.3462,77
186,0.0340,0.0032,0.0293,0.0084,2.3893,0.2699,0.2528,77
187,0.0337,0.0031,0.0292,0.0084,2.3442,0.3209,0.3055,77
188,0.0340,0.0031,0.0296,0.0086,2.2380,0.3015,0.3016,77
189,0.0335,0.0032,0.0289,0.0076,2.3689,0.2876,0.2900,77
190,0.0345,0.0033,0.0297,0.0085,2.4568,0.2485,0.2378,77
191,0.0346,0.0032,0.0301,0.0088,2.2603,0.3211,0.3080,77
192,0.0341,0.0032,0.0296,0.0089,2.2552,0.3150,0.3035,77
193,0.0337,0.0031,0.0293,0.0079,2.2137,0.3856,0.3681,77
194,0.0335,0.0033,0.0289,0.0082,2.2738,0.3001,0.2815,77
195,0.0339,0.0030,0.0296,0.0085,2.2516,0.2844,0.2721,77
196,0.0341,0.0031,0.0294,0.0084,2.4650,0.2961,0.2663,77
197,0.0334,0.0030,0.0289,0.0080,2.3166,0.2858,0.2927,77
198,0.0336,0.0031,0.0290,0.0080,2.4388,0.2999,0.2850,77
199,0.0336,0.0032,0.0292,0.0082,2.1821,0.3409,0.3084,77
200,0.0334,0.0031,0.0289,0.0079,2.2688,0.3244,0.2889,77
201,0.0345,0.0034,0.0297,0.0085,2.4226,0.2774,0.2628,77
202,0.0337,0.0030,0.0293,0.0082,2.2961,0.3269,0.3163,77
203,0.0332,0.0032,0.0288,0.0076,2.2397,0.3880,0.3681,77
204,0.0336,0.0030,0.0292,0.0086,2.3404,0.2646,0.2553,77
205,0.0338,0.0030,0.0295,0.0084,2.2353,0.3263,0.2983,77
206,0.0335,0.0032,0.0290,0.0079,2.2645,0.2970,0.2940,77
207,0.0345,0.0034,0.0298,0.0090,2.3437,0.2726,0.2675,77
208,0.0339,0.0029,0.0294,0.0084,2.4688,0.2394,0.2363,77
209,0.0342,0.0031,0.0297,0.0082,2.3937,0.2803,0.2765,77
210,0.0336,0.0030,0.0293,0.0083,2.1904,0.3314,0.3221,77
211,0.0335,0.0030,0.0291,0.0080,2.3397,0.2833,0.2871,77
212,0.0345,0.0030,0.0298,0.0085,2.5917,0.2752,0.2611,77
213,0.0333,0.0030,0.0290,0.0080,2.1698,0.3727,0.3325,77
214,0.0335,0.0032,0.0292,0.0083,2.0672,0.3714,0.3706,77
215,0.0341,0.0030,0.0297,0.0087,2.3021,0.3130,0.3395,77
216,0.0340,0.0029,0.0295,0.0085,2.4816,0.2559,0.2501,77
217,0.0333,0.0030,0.0291,0.0079,2.1268,0.3656,0.3517,77
218,0.0333,0.0030,0.0291,0.0082,2.1775,0.3449,0.3374,77
219,0.0334,0.0029,0.0291,0.0083,2.2227,0.3283,0.3133,77
220,0.0336,0.0029,0.0292,0.0083,2.3725,0.3121,0.2910,77
221,0.0339,0.0033,0.0291,0.0080,2.4722,0.2443,0.2201,77
222,0.0337,0.0031,0.0293,0.0085,2.3087,0.3210,0.3331,77
223,0.0338,0.0030,0.0293,0.0083,2.4316,0.2538,0.2605,77
224,0.0330,0.0028,0.0289,0.0083,2.1492,0.3636,0.3408,77
225,0.0335,0.0029,0.0293,0.0085,2.2586,0.3175,0.3137,77
226,0.0334,0.0029,0.0291,0.0084,2.2710,0.2939,0.2889,77
227,0.0338,0.0030,0.0293,0.0084,2.4665,0.2895,0.2828,77
228,0.0336,0.0028,0.0293,0.0083,2.3024,0.3071,0.2920,77
229,0.0338,0.0030,0.0293,0.0086,2.3824,0.2893,0.2595,77
230,0.0333,0.0029,0.0292,0.0083,2.1087,0.3932,0.3871,77
231,0.0341,0.0029,0.0295,0.0086,2.4711,0.2392,0.2349,77
232,0.0337,0.0028,0.0293,0.0086,2.4294,0.2827,0.2725,77
233,0.0334,0.0029,0.0292,0.0082,2.2106,0.3403,0.3148,77
234,0.0333,0.0029,0.0290,0.0081,2.2823,0.2891,0.2727,77
235,0.0334,0.0029,0.0289,0.0081,2.4700,0.2428,0.2539,77
236,0.0334,0.0028,0.0291,0.0082,2.4051,0.2893,0.2700,77
237,0.0337,0.0030,0.0291,0.0082,2.5231,0.2744,0.2712,77
238,0.0337,0.0030,0.0291,0.0083,2.4545,0.2541,0.2506,77
239,0.0339,0.0029,0.0295,0.0088,2.2926,0.3223,0.3009,77
240,0.0334,0.0028,0.0291,0.0083,2.3520,0.2909,0.2694,77
241,0.0334,0.0029,0.0290,0.0082,2.3950,0.2989,0.2741,77
242,0.0328,0.0030,0.0285,0.0076,2.2836,0.2943,0.2773,77
243,0.0334,0.0029,0.0291,0.0082,2.3110,0.3297,0.3153,77
244,0.0335,0.0027,0.0292,0.0089,2.3815,0.2800,0.2827,77
245,0.0333,0.0030,0.0289,0.0080,2.3625,0.2845,0.2634,77
246,0.0326,0.0027,0.0286,0.0085,2.0403,0.3951,0.3771,77
247,0.0333,0.0027,0.0291,0.0083,2.3788,0.3068,0.2830,77
248,0.0335,0.0028,0.0291,0.0085,2.4009,0.2557,0.2533,77
249,0.0337,0.0028,0.0294,0.0085,2.3876,0.2592,0.2539,77
250,0.0336,0.0028,0.0291,0.0082,2.4470,0.2844,0.2644,77
251,0.0329,0.0028,0.0289,0.0079,2.1267,0.3559,0.3484,77
252,0.0328,0.0027,0.0288,0.0083,2.1061,0.3750,0.3532,77
253,0.0327,0.0028,0.0285,0.0076,2.1908,0.3556,0.3317,77
254,0.0333,0.0028,0.0290,0.0081,2.3094,0.2908,0.2694,77
255,0.0332,0.0027,0.0289,0.0082,2.3652,0.2725,0.2776,77
256,0.0331,0.0027,0.0290,0.0080,2.1811,0.3402,0.3091,77
257,0.0330,0.0029,0.0289,0.0082,2.0739,0.3539,0.3401,77
258,0.0331,0.0027,0.0289,0.0081,2.2588,0.3014,0.3196,77
259,0.0330,0.0027,0.0287,0.0081,2.3384,0.2830,0.2791,77
260,0.0325,0.0026,0.0286,0.0083,2.0995,0.3322,0.3293,77
261,0.0329,0.0027,0.0288,0.0082,2.2491,0.3126,0.2964,77
262,0.0330,0.0027,0.0287,0.0079,2.3732,0.2484,0.2437,77
263,0.0340,0.0028,0.0295,0.0085,2.5140,0.2320,0.2173,77
264,0.0338,0.0028,0.0293,0.0085,2.4896,0.2828,0.2579,77
265,0.0334,0.0031,0.0289,0.0079,2.3644,0.2822,0.2816,77
266,0.0331,0.0028,0.0288,0.0081,2.3985,0.2938,0.2879,77
267,0.0325,0.0028,0.0286,0.0079,1.9703,0.3955,0.3714,77
268,0.0327,0.0026,0.0288,0.0083,2.0712,0.3582,0.3426,77
269,0.0332,0.0028,0.0288,0.0081,2.4338,0.2442,0.2435,77
270,0.0326,0.0027,0.0286,0.0078,2.1638,0.3324,0.2992,77
271,0.0326,0.0026,0.0286,0.0081,2.1587,0.2912,0.2885,77
272,0.0332,0.0029,0.0290,0.0083,2.2348,0.3255,0.3063,77
273,0.0332,0.0028,0.0289,0.0082,2.3570,0.2806,0.2734,77
274,0.0331,0.0027,0.0290,0.0083,2.2960,0.2524,0.2401,77
275,0.0330,0.0028,0.0290,0.0081,2.1369,0.3238,0.3064,77
276,0.0332,0.0026,0.0291,0.0081,2.2778,0.2796,0.2536,77
277,0.0335,0.0026,0.0293,0.0083,2.3354,0.2757,0.2633,77
278,0.0326,0.0028,0.0283,0.0076,2.3051,0.3221,0.2965,77
279,0.0334,0.0028,0.0289,0.0079,2.5521,0.2201,0.2235,77
280,0.0332,0.0027,0.0290,0.0082,2.3542,0.3130,0.2929,77
281,0.0325,0.0027,0.0284,0.0078,2.1723,0.3512,0.3226,77
282,0.0334,0.0028,0.0290,0.0085,2.4604,0.2559,0.2481,77
283,0.0330,0.0027,0.0288,0.0080,2.2855,0.3263,0.3002,77
284,0.0330,0.0027,0.0288,0.0084,2.2842,0.3447,0.3245,77
285,0.0329,0.0027,0.0287,0.0080,2.2852,0.2841,0.2875,77
286,0.0328,0.0026,0.0287,0.0081,2.2401,0.2746,0.2739,77
287,0.0330,0.0026,0.0288,0.0083,2.3272,0.2946,0.2790,77
288,0.0335,0.0026,0.0292,0.0087,2.4905,0.2078,0.2086,77
289,0.0330,0.0026,0.0290,0.0084,2.2157,0.3678,0.3508,77
290,0.0324,0.0027,0.0283,0.0079,2.2215,0.3148,0.2859,77
291,0.0332,0.0028,0.0289,0.0082,2.3220,0.2737,0.2701,77
292,0.0324,0.0025,0.0284,0.0078,2.2161,0.3593,0.3353,77
293,0.0330,0.0025,0.0289,0.0085,2.3408,0.2660,0.2581,77
294,0.0337,0.0027,0.0294,0.0089,2.3851,0.2879,0.2682,77
295,0.0321,0.0025,0.0283,0.0079,2.0366,0.3510,0.3530,77
296,0.0336,0.0028,0.0292,0.0085,2.4133,0.2392,0.2186,77
297,0.0325,0.0025,0.0285,0.0081,2.2292,0.3307,0.3126,77
298,0.0329,0.0026,0.0288,0.0081,2.2904,0.3230,0.3201,77
299,0.0325,0.0027,0.0284,0.0078,2.1952,0.3352,0.3053,77
300,0.0327,0.0025,0.0286,0.0081,2.4219,0.2634,0.2470,77
301,0.0327,0.0026,0.0286,0.0080,2.3510,0.3093,0.2918,77
302,0.0314,0.0024,0.0277,0.0076,1.9169,0.4443,0.4179,77
303,0.0329,0.0027,0.0285,0.0082,2.5450,0.2196,0.2172,77
304,0.0325,0.0024,0.0286,0.0085,2.2917,0.3435,0.3205,77
305,0.0328,0.0027,0.0287,0.0084,2.2395,0.2981,0.2773,77
306,0.0327,0.0025,0.0288,0.0083,2.1967,0.2834,0.2816,77
307,0.0324,0.0026,0.0284,0.0081,2.1969,0.3138,0.3082,77
308,0.0333,0.0026,0.0289,0.0085,2.5579,0.2319,0.2400,77
309,0.0324,0.0025,0.0286,0.0082,2.1189,0.3802,0.3691,77
310,0.0321,0.0027,0.0280,0.0078,2.2315,0.3474,0.3363,77
311,0.0325,0.0026,0.0285,0.0085,2.1748,0.3131,0.3016,77
312,0.0330,0.0026,0.0289,0.0082,2.2023,0.2809,0.2707,77
313,0.0328,0.0025,0.0286,0.0084,2.4296,0.2644,0.2407,77
314,0.0328,0.0025,0.0287,0.0082,2.2875,0.2986,0.3018,77
315,0.0332,0.0028,0.0287,0.0082,2.5091,0.2458,0.2346,77
