epoch,loss,encoder_mse,dec_mse,bitwise-error,adversarial_bce,discr_cover_bce,discr_encod_bce,duration
71,0.0753,0.0036,0.0712,0.0619,1.5284,0.4187,0.4226,189
72,0.0755,0.0038,0.0713,0.0622,1.5262,0.4477,0.4437,192
73,0.0748,0.0034,0.0710,0.0618,1.3994,0.4571,0.4411,192
74,0.0749,0.0036,0.0709,0.0625,1.4455,0.4610,0.4497,192
75,0.0750,0.0035,0.0710,0.0625,1.4333,0.4512,0.4403,192
76,0.0742,0.0033,0.0705,0.0618,1.3673,0.5277,0.4998,192
77,0.0744,0.0032,0.0707,0.0619,1.4610,0.4453,0.4307,192
78,0.0747,0.0033,0.0709,0.0630,1.4197,0.4646,0.4622,192
79,0.0737,0.0033,0.0699,0.0608,1.4541,0.4521,0.4434,192
80,0.0741,0.0032,0.0704,0.0620,1.4383,0.4660,0.4579,192
81,0.0737,0.0032,0.0701,0.0613,1.3569,0.4780,0.4626,189
82,0.0727,0.0031,0.0692,0.0595,1.2941,0.5287,0.5242,192
83,0.0731,0.0031,0.0696,0.0606,1.3807,0.4473,0.4368,192
84,0.0704,0.0032,0.0666,0.0540,1.5679,0.4189,0.4132,192
85,0.0683,0.0034,0.0643,0.0513,1.6186,0.3746,0.3561,192
86,0.0669,0.0033,0.0631,0.0498,1.4801,0.4651,0.4592,192
87,0.0673,0.0034,0.0635,0.0503,1.4438,0.4648,0.4541,192
88,0.0669,0.0032,0.0632,0.0501,1.4599,0.4300,0.4282,192
89,0.0655,0.0032,0.0617,0.0470,1.5336,0.4537,0.4386,192
90,0.0625,0.0033,0.0585,0.0409,1.7509,0.3410,0.3384,192
91,0.0603,0.0034,0.0564,0.0383,1.5576,0.4538,0.4514,189
92,0.0597,0.0033,0.0558,0.0376,1.5877,0.3970,0.3834,192
93,0.0592,0.0031,0.0554,0.0370,1.5585,0.4242,0.4089,192
94,0.0594,0.0031,0.0557,0.0377,1.4929,0.4473,0.4330,192
95,0.0585,0.0031,0.0549,0.0369,1.4144,0.4969,0.4703,192
96,0.0587,0.0030,0.0551,0.0369,1.4673,0.4307,0.4199,192
97,0.0585,0.0032,0.0546,0.0360,1.5765,0.4058,0.4004,192
98,0.0590,0.0031,0.0552,0.0372,1.5812,0.4011,0.4066,192
99,0.0588,0.0030,0.0552,0.0373,1.5064,0.4311,0.4063,192
100,0.0580,0.0031,0.0543,0.0359,1.5650,0.3948,0.3914,192
101,0.0582,0.0031,0.0546,0.0361,1.4628,0.4923,0.4869,189
102,0.0581,0.0030,0.0545,0.0358,1.4571,0.4497,0.4328,192
103,0.0578,0.0030,0.0541,0.0354,1.5207,0.4217,0.4178,192
104,0.0577,0.0030,0.0541,0.0355,1.5373,0.4629,0.4729,192
105,0.0573,0.0029,0.0538,0.0354,1.4752,0.4429,0.4275,192
106,0.0574,0.0030,0.0537,0.0352,1.6293,0.4006,0.3789,192
107,0.0542,0.0030,0.0503,0.0312,1.7800,0.3569,0.3404,191
108,0.0551,0.0035,0.0498,0.0310,2.8970,0.1576,0.1689,192
109,0.0535,0.0037,0.0484,0.0296,2.4616,0.2555,0.2464,192
110,0.0510,0.0029,0.0473,0.0282,1.7169,0.3757,0.3617,191
111,0.0518,0.0030,0.0479,0.0290,1.8038,0.3546,0.3486,189
112,0.0506,0.0032,0.0467,0.0275,1.6768,0.3937,0.3779,192
113,0.0508,0.0029,0.0471,0.0285,1.6676,0.3882,0.3682,192
114,0.0508,0.0029,0.0472,0.0283,1.5496,0.4238,0.4188,192
115,0.0496,0.0030,0.0460,0.0269,1.5148,0.4526,0.4502,192
116,0.0503,0.0030,0.0466,0.0281,1.5466,0.4077,0.4134,192
117,0.0504,0.0028,0.0468,0.0282,1.5491,0.4305,0.4263,192
118,0.0500,0.0029,0.0465,0.0281,1.5304,0.4287,0.4161,192
119,0.0503,0.0028,0.0468,0.0283,1.5710,0.4279,0.4196,192
120,0.0499,0.0030,0.0462,0.0278,1.5644,0.4208,0.4166,192
121,0.0493,0.0029,0.0458,0.0266,1.5237,0.4234,0.4119,189
122,0.0497,0.0030,0.0460,0.0279,1.5560,0.4318,0.4242,192
123,0.0496,0.0028,0.0461,0.0282,1.5117,0.4449,0.4279,192
124,0.0493,0.0029,0.0457,0.0266,1.5332,0.4374,0.4341,192
125,0.0498,0.0027,0.0464,0.0283,1.4869,0.4501,0.4484,192
126,0.0496,0.0027,0.0462,0.0277,1.5116,0.4498,0.4330,192
127,0.0477,0.0028,0.0442,0.0247,1.5492,0.4293,0.4186,192
128,0.0436,0.0029,0.0399,0.0200,1.6310,0.3879,0.3822,192
129,0.0437,0.0029,0.0400,0.0209,1.6348,0.4128,0.3824,192
130,0.0429,0.0028,0.0394,0.0203,1.5310,0.4318,0.4221,192
131,0.0422,0.0030,0.0387,0.0193,1.4006,0.4755,0.4736,188
132,0.0423,0.0027,0.0389,0.0202,1.5039,0.4302,0.4161,192
133,0.0421,0.0026,0.0388,0.0195,1.4816,0.4512,0.4405,192
134,0.0422,0.0028,0.0388,0.0198,1.4941,0.4284,0.4229,193
135,0.0422,0.0028,0.0388,0.0198,1.4815,0.4650,0.4481,193
136,0.0417,0.0026,0.0384,0.0195,1.4841,0.4358,0.4194,192
137,0.0414,0.0026,0.0381,0.0189,1.5001,0.4673,0.4691,194
138,0.0413,0.0025,0.0381,0.0189,1.4342,0.4401,0.4255,193
139,0.0390,0.0026,0.0355,0.0152,1.5913,0.4228,0.4158,192
140,0.0364,0.0027,0.0328,0.0122,1.6817,0.3609,0.3443,192
141,0.0351,0.0027,0.0316,0.0112,1.5931,0.4218,0.3988,192
142,0.0348,0.0028,0.0313,0.0111,1.5091,0.4283,0.4237,192
143,0.0347,0.0026,0.0313,0.0114,1.5501,0.4319,0.4165,192
144,0.0341,0.0026,0.0308,0.0112,1.4654,0.4702,0.4544,192
145,0.0340,0.0027,0.0307,0.0111,1.4209,0.4652,0.4621,192
146,0.0342,0.0026,0.0309,0.0115,1.4381,0.4737,0.4543,192
147,0.0344,0.0027,0.0310,0.0116,1.5200,0.4248,0.4249,192
148,0.0342,0.0024,0.0309,0.0116,1.5810,0.4000,0.3867,192
149,0.0341,0.0027,0.0307,0.0115,1.4859,0.4626,0.4520,192
150,0.0336,0.0026,0.0304,0.0113,1.4243,0.4590,0.4530,192
151,0.0342,0.0026,0.0308,0.0118,1.5325,0.4272,0.4133,191
152,0.0332,0.0026,0.0298,0.0107,1.5345,0.4498,0.4358,192
153,0.0337,0.0025,0.0305,0.0116,1.4304,0.4671,0.4556,192
154,0.0335,0.0024,0.0303,0.0112,1.4984,0.4125,0.3991,192
155,0.0333,0.0025,0.0302,0.0111,1.3873,0.4866,0.4804,192
156,0.0331,0.0024,0.0299,0.0111,1.4596,0.4708,0.4524,192
157,0.0331,0.0024,0.0300,0.0110,1.4184,0.4566,0.4467,192
158,0.0332,0.0026,0.0298,0.0110,1.4794,0.4463,0.4387,192
159,0.0329,0.0023,0.0298,0.0111,1.4435,0.4518,0.4399,192
160,0.0333,0.0024,0.0302,0.0115,1.4252,0.4549,0.4396,192
161,0.0332,0.0025,0.0300,0.0109,1.4250,0.4784,0.4594,191
162,0.0331,0.0026,0.0298,0.0109,1.4478,0.4257,0.4152,192
163,0.0328,0.0026,0.0296,0.0108,1.4624,0.4517,0.4331,192
164,0.0331,0.0025,0.0298,0.0112,1.4739,0.4424,0.4356,192
165,0.0309,0.0024,0.0276,0.0084,1.6301,0.4142,0.4036,192
166,0.0271,0.0025,0.0238,0.0056,1.6131,0.3809,0.3685,192
167,0.0263,0.0025,0.0230,0.0050,1.5730,0.4252,0.4152,192
168,0.0257,0.0025,0.0224,0.0050,1.5254,0.4513,0.4331,192
169,0.0262,0.0025,0.0229,0.0053,1.5813,0.3970,0.3792,192
170,0.0260,0.0024,0.0227,0.0048,1.6063,0.4126,0.4041,192
171,0.0257,0.0025,0.0226,0.0051,1.3987,0.5260,0.5071,191
172,0.0244,0.0024,0.0217,0.0044,1.0468,0.5938,0.5767,192
173,0.0247,0.0023,0.0218,0.0049,1.2063,0.5083,0.5150,192
174,0.0248,0.0024,0.0218,0.0048,1.3655,0.4662,0.4588,192
175,0.0255,0.0024,0.0224,0.0052,1.3775,0.4719,0.4664,192
176,0.0257,0.0024,0.0225,0.0054,1.5016,0.4392,0.4203,192
177,0.0254,0.0023,0.0222,0.0051,1.5115,0.4128,0.4118,192
178,0.0250,0.0022,0.0220,0.0051,1.4283,0.4360,0.4327,192
179,0.0248,0.0023,0.0217,0.0048,1.4219,0.4806,0.4724,192
180,0.0252,0.0024,0.0220,0.0051,1.4801,0.4328,0.4164,192
181,0.0251,0.0024,0.0220,0.0048,1.4763,0.4305,0.4364,191
182,0.0249,0.0023,0.0219,0.0050,1.4433,0.4368,0.4173,192
183,0.0250,0.0023,0.0220,0.0052,1.4188,0.4695,0.4645,192
184,0.0245,0.0024,0.0215,0.0051,1.3390,0.4961,0.4820,192
185,0.0252,0.0023,0.0221,0.0054,1.5117,0.4104,0.3862,192
186,0.0247,0.0022,0.0217,0.0051,1.4334,0.4232,0.4134,192
187,0.0248,0.0023,0.0218,0.0053,1.4161,0.4533,0.4396,192
188,0.0248,0.0023,0.0218,0.0052,1.4654,0.4232,0.4072,192
189,0.0246,0.0023,0.0216,0.0052,1.4795,0.4533,0.4444,192
190,0.0241,0.0022,0.0212,0.0050,1.3893,0.4674,0.4583,192
191,0.0242,0.0023,0.0212,0.0048,1.3961,0.4507,0.4318,191
192,0.0248,0.0022,0.0218,0.0052,1.4580,0.4212,0.4116,193
193,0.0249,0.0023,0.0218,0.0049,1.4670,0.4333,0.4206,192
194,0.0245,0.0023,0.0215,0.0052,1.4033,0.4386,0.4275,192
195,0.0242,0.0023,0.0212,0.0051,1.4144,0.4643,0.4541,192
196,0.0244,0.0022,0.0214,0.0049,1.5328,0.3984,0.3998,192
197,0.0223,0.0023,0.0191,0.0024,1.5775,0.4112,0.4012,192
198,0.0201,0.0023,0.0167,0.0010,1.7950,0.3205,0.3179,192
199,0.0202,0.0024,0.0167,0.0010,1.8504,0.3075,0.2982,192
200,0.0190,0.0025,0.0155,0.0009,1.6681,0.4200,0.4044,192
